,movie,rating
66728,"Helter Skelter (2004 TV Movie)",8
66729,"The Duchess (2008)",8
66730,"Ghajini (2008)",8
66731,"滴答屋 (2018)",8
66732,"Kick-Ass (2010)",8
66733,"Paatal Lok (2020– )",8
66734,"Silver Linings Playbook (2012)",8
66735,"Seven Pounds (2008)",8
66736,"Now You See Me (I) (2013)",8
66737,"Dexter: Remember the Monsters? (2013) Season 8, Episode 12",8
66738,"Irrational Man (2015)",8
66739,"Blood Feast (1963)",8
66740,"Quantum of Solace (2008)",8
66741,"Daybreak (I) (2019)",8
66742,"Charlotte et Véronique, ou Tous les garçons s'appellent Patrick (1959)",8
66743,"Star Trek Continues: Embracing the Winds (2016) Season 1, Episode 7",8
66744,"Le crime est notre affaire (2008)",8
66745,"Hugo (2011)",8
66746,"Medical Police (2020– )",8
66747,"The Chronicles of Riddick: Dark Fury (2004 Video)",8
66748,"The Painted Veil (2006)",8
66749,"The Last Samurai (2003)",8
66750,"Panic in Year Zero (1962)",8
66751,"This Filthy World (2006)",8
66752,"Midsommar (2019)",8
66753,"Columbo: Swan Song (1974) Season 3, Episode 7",8
66754,"Riddick (2013)",8
66755,"Manchester by the Sea (2016)",8
66756,"Fire with Fire (1986)",8
66757,"Hitch-Hike (1977)",8
66758,"The War Wagon (1967)",8
66759,"Bonanza: Five Sundowns to Sunup (1965) Season 7, Episode 12",8
66760,"Warrior (2011)",8
66761,"The Dead Kid (2013)",8
66762,"The Chronicles of Riddick (2004)",8
66763,"The Outpost (2019)",8
66764,"Compliance (2012)",8
66765,"La cage dorée (2013)",8
66766,"Cookie's Fortune (1999)",8
66767,"The Spirit (2008)",8
66768,"Gran Torino (2008)",8
66769,"Grand Theft Auto III (2001 Video Game)",8
66770,"黑暗騎士 (2008)",8
66771,"荒唐分局 (2013– )",8
66772,"Once Upon a Time... In Hollywood (2019)",8
66773,"Marlo Lasker (2020 TV Movie)",8
66774,"Hanna (2019– )",8
66775,"The Bold Ones: The Senator (1970–1971)",8
66776,"The Room (2003)",8
66777,"Predator (1987)",8
66778,"The Dark Knight Rises (2012)",8
66779,"World War Z (2013)",8
66780,"The Woman (I) (2011)",8
66781,"歡樂一家親: The Adventures of Bad Boy and Dirty Girl (1995) Season 3, Episode 7",8
66782,"從前，有個好萊塢 (2019)",8
66783,"The Curious Case of Benjamin Button (2008)",8
66784,"Australia (2008)",8
66785,"In Bruges (2008)",8
66786,"Look Both Ways (2005)",8
66787,"The Tenant (1976)",8
66788,"Just for You (1952)",8
66789,"The Woman (I) (2011)",8
66790,"Eurovision Song Contest: The Story of Fire Saga (2020)",8
66791,"婚姻故事 (2019)",8
66792,"The Children Act (2017)",8
66793,"The Iceman (2012)",8
66794,"The Bucket List (2007)",8
66795,"Gunsmoke: Renegade White (1959) Season 4, Episode 30",8
66796,"Planet of the Humans (2019)",8
66797,"野蠻遊戲：全面晉級 (2019)",8
66798,"異裂 (2019)",8
66799,"When They See Us (2019)",8
66800,"Bugsy Malone (1976)",8
66801,"I May Destroy You (2020– )",8
66802,"Edge of Darkness (2010)",8
66803,"Now You See Me (I) (2013)",8
66804,"Naughty & Nice (2014 TV Movie)",8
66805,"Heist (III) (2015)",8
66806,"Shocking Asia (1981)",8
66807,"The Platform (2019)",8
66808,"100 Tears (2007 Video)",8
66809,"Top of the Lake (2013–2017)",8
66810,"The Midnight Meat Train (2008)",8
66811,"It Chapter Two (2019)",8
66812,"Spider-Man 3 (2007)",8
66813,"Survivors (1975–1977)",8
66814,"Lawrence of Arabia (1962)",8
66815,"Sin Takes a Holiday (1930)",8
66816,"Jopog manura (2001)",8
66817,"Les Misérables (2018–2019)",8
66818,"Merry Christmas, Drake & Josh (2008 TV Movie)",8
66819,"It (1990)",8
66820,"Now You See Me (I) (2013)",8
66821,"I'll Be Gone in the Dark (2020)",8
66822,"The Valley of Gwangi (1969)",8
66823,"Taken (I) (2008)",8
66824,"Erotic Tales: The Waiting Room (1996)",8
66825,"Wings (1927)",8
66826,"Jack the Giant Slayer (2013)",8
66827,"The Dead Kid (2013)",8
66828,"Obsessed with Vertigo (1997 TV Short)",8
66829,"The Rescuers Down Under (1990)",8
66830,"The Professionals: When the Heat Cools Off (1978) Season 1, Episode 9",8
66831,"Mr. Angel (2013)",8
66832,"Hate Story 2 (2014)",8
66833,"WarGames: The Dead Code (2008 Video)",8
66834,"Se7en (1995)",8
66835,"Just Another Love Story (2007)",8
66836,"Stand by Me (1986)",8
66837,"The Golden Compass (2007)",8
66838,"Scent of a Woman (1992)",8
66839,"Ball of Fire (1941)",8
66840,"Survivors: Episode #1.6 (2008) Season 1, Episode 6",8
66841,"Bait (III) (2012)",8
66842,"Zombies (2017)",8
66843,"Big Trouble in Little China (1986)",8
66844,"Harvey (1950)",8
66845,"Justice League Dark: Apokolips War (2020 Video)",8
66846,"Transporter 3 (2008)",8
66847,"The Dust Factory (2004)",8
66848,"Dark (2017–2020)",8
66849,"Freaks (2018)",8
66850,"The Lodge (2019)",8
66851,"Rust Valley Restorers (2018– )",8
66852,"Time of the Gypsies (1988)",8
66853,"Alan Partridge (2013)",8
66854,"The Golden Compass (2007)",8
66855,"The Dark Knight (2008)",8
66856,"Beavis and Butt-Head Do America (1996)",8
66857,"Little Women (1949)",8
66858,"Riding Alone for Thousands of Miles (2005)",8
66859,"Bye Bye Birdie (1963)",8
66860,"Magnum, P.I.: Let Me Hear the Music (1985) Season 5, Episode 18",8
66861,"Pitch Black (2000)",8
66862,"Poirot: Mrs McGinty's Dead (2008) Season 11, Episode 1",8
66863,"Charlie's Angels: Angels at the alter (1979) Season 4, Episode 5",8
66864,"登月先鋒 (2018)",8
66865,"Lucia (I) (2013)",8
66866,"The Evil (1978)",8
66867,"Jack and the Beanstalk (2009)",8
66868,"Friday Night Lights (2006–2011)",8
66869,"Batman: The Animated Series (1992–1995)",8
66870,"Young Frankenstein (1974)",8
66871,"Rififi (1955)",8
66872,"知音有約 (2019)",8
66873,"John Carter (2012)",8
66874,"The Awesomes (2013–2015)",8
66875,"The Curious Case of Benjamin Button (2008)",8
66876,"Space Is the Place (1974)",8
66877,"The Trial of Ratko Mladic (2018)",8
66878,"六人行 (1994–2004)",8
66879,"Ishtar (1987)",8
66880,"Say I Do (2020– )",8
66881,"Session 9 (2001)",8
66882,"American Experience: Bonnie & Clyde (2016) Season 28, Episode 2",8
66883,"Marley & Me (2008)",8
66884,"炫目之光 (2019)",8
66885,"The Stone Killer (1973)",8
66886,"Creep (I) (2004)",8
66887,"30 Days Until I'm Famous (2004 TV Movie)",8
66888,"Deadpool (2016)",8
66889,"Don't Worry, We'll Think of a Title (1966)",8
66890,"The Expanse (2015– )",8
66891,"A Christmas Prince: The Royal Baby (2019)",8
66892,"Zeroville (2019)",8
66893,"Dr. No (1962)",8
66894,"The Day the Earth Stood Still (2008)",8
66895,"Love (II) (2015)",8
66896,"From Russia with Love (1963)",8
66897,"Breaking Bad: Crawl Space (2011) Season 4, Episode 11",8
66898,"The Tale of Despereaux (2008)",8
66899,"Hasan Minhaj: Homecoming King (2017 TV Special)",8
66900,"Jingle All the Way 2 (2014 Video)",8
66901,"Thunderball (1965)",8
66902,"Midnight in Paris (2011)",8
66903,"Game of Thrones: Unbowed, Unbent, Unbroken (2015) Season 5, Episode 6",8
66904,"Jackboots on Whitehall (2010)",8
66905,"Goldfinger (1964)",8
66906,"The Rifleman: Heller (1960) Season 2, Episode 22",8
66907,"Gothic (2001 Video Game)",8
66908,"The Mortal Instruments: City of Bones (2013)",8
66909,"From Russia with Love (1963)",8
66910,"Firestarter (1984)",8
66911,"Charlie's Angels: Avenging Angel (1979) Season 4, Episode 3",8
66912,"The Magic Sword (1962)",8
66913,"Gran Torino (2008)",8
66914,"Star Trek Into Darkness (2013)",8
66915,"Back to the Future Part III (1990)",8
66916,"The Untouchables (1987)",8
66917,"Secret in Their Eyes (2015)",8
66918,"Jim & Andy: The Great Beyond (2017)",8
66919,"The Past (2013)",8
66920,"Gangs of New York (2002)",8
66921,"The Spirit (2008)",8
66922,"Coronado 9: The Day Ramon Fell (1961) Season 1, Episode 30",8
66923,"Pacific Rim (2013)",8
66924,"Short Term 12 (2013)",8
66925,"Friendship (2008)",8
66926,"Saw III (2006)",8
66927,"Safe Haven (I) (2013)",8
66928,"Prehistoric Pink (1968)",8
66929,"Exit Speed (2008)",8
66930,"Alan Partridge (2013)",8
66931,"Lady and the Tramp (2019)",8
66932,"Man Bites Dog (1992)",8
66933,"Airplane Repo (2010– )",8
66934,"Worst Week (2008–2009)",8
66935,"Hook and Ladder No. 1 (1932)",8
66936,"Departures (2008)",8
66937,"The Vatican Tapes (2015)",8
66938,"Pusher (I) (2012)",8
66939,"The Spy Who Loved Me (1977)",8
66940,"傻瓜大哥再出擊 (2006)",8
66941,"The Fearmakers (1958)",8
66942,"Yes Man (2008)",8
66943,"Waking Life (2001)",8
66944,"Thriller: La Strega (1962) Season 2, Episode 17",8
66945,"Rushlights (2013)",8
66946,"A Hard Day's Night (1964)",8
66947,"Catfight (I) (2016)",8
66948,"搞鬼 (II) (2019)",8
66949,"Percy Jackson: Sea of Monsters (2013)",8
66950,"Free Angela and All Political Prisoners (2012)",8
66951,"A Dog's Journey (2019)",8
66952,"Game of Thrones (2011–2019)",8
66953,"Mayabazar 2016 (2020)",8
66954,"星際救援 (2019)",8
66955,"The Joe Rogan Experience: End of the World (2016) Season Unknown, Episode Unknown",8
66956,"Goodfellas (1990)",8
66957,"The X-Files: Colony (1995) Season 2, Episode 16",8
66958,"精靈總動員 (2003)",8
66959,"Brigham City (2001)",8
66960,"Good Boy, Bad Boy (2007)",8
66961,"猩球崛起 (2011)",8
66962,"Wonder Wheel (2017)",8
66963,"Olympus Has Fallen (2013)",8
66964,"The Office (2015)",8
66965,"Motichoor Chaknachoor (2019)",8
66966,"Dallas Buyers Club (2013)",8
66967,"Born Yesterday (1950)",8
66968,"Zootopia (2016)",8
66969,"Patch Adams (1998)",8
66970,"Avengers: Endgame (2019)",8
66971,"Leslie Jones: Time Machine (2020 TV Special)",8
66972,"Baby Doll (1956)",8
66973,"Inception (2010)",8
66974,"公主與狩獵者 (2012)",8
66975,"The Invisible Man (I) (2020)",8
66976,"Deadpool (2016)",8
66977,"Raahu (2020)",8
66978,"The Lord of the Rings: The Fellowship of the Ring (2001)",8
66979,"Saving Private Ryan (1998)",8
66980,"Bohemian Rhapsody (2018)",8
66981,"Highway to Heaven: A Child of God (1985) Season 1, Episode 18",8
66982,"Don't Worry, He Won't Get Far on Foot (2018)",8
66983,"從前，有個好萊塢 (2019)",8
66984,"Straight Outta Compton (2015)",8
66985,"The Outpost (2019)",8
66986,"The East (2013)",8
66987,"花生醬獵鷹的願望 (2019)",8
66988,"Shrek the Third (2007)",8
66989,"Tales of Found Footage (2019)",8
66990,"Madras Cafe (2013)",8
66991,"Phantasm III: Lord of the Dead (1994)",8
66992,"Streif: One Hell of a Ride (2014)",8
66993,"The American (2010)",8
66994,"The Bridge (I) (2013–2014)",8
66995,"Game of Thrones: The Long Night (2019) Season 8, Episode 3",8
66996,"Away (2020)",8
66997,"Three Little Words (1950)",8
66998,"The Evil Dead (1981)",8
66999,"茱蒂 (II) (2019)",8
67000,"The Making of 'The High and the Mighty' (2005 Video)",8
67001,"The World's End (2013)",8
67002,"Kick-Ass 2 (2013)",8
67003,"Ring of Fire (2013 TV Movie)",8
67004,"謊言的烙印 (2012)",8
67005,"World War Z (2013)",8
67006,"Yeon-ga-si (2012)",8
67007,"When the Girls Take Over (1962)",8
67008,"Knack (2013 Video Game)",8
67009,"The Voices (2014)",8
67010,"The Iceman (2012)",8
67011,"The Dark Knight (2008)",8
67012,"Jojo Rabbit (2019)",8
67013,"Advise & Consent (1962)",8
67014,"Side by Side (2012)",8
67015,"A Mighty Heart (2007)",8
67016,"The Andy Griffith Show: Barney and the Cave Rescue (1964) Season 4, Episode 13",8
67017,"I'm No Longer Here (2019)",8
67018,"Iron Man Three (2013)",8
67019,"Yo soy Betty, la fea (1999–2001)",8
67020,"Starcrash (1978)",8
67021,"Car Masters: Rust to Riches (2018– )",8
67022,"Who's Watching the Kids (2012)",8
67023,"Gretel & Hansel (2020)",8
67024,"Swing Shift (1984)",8
67025,"Panipat (2019)",8
67026,"Airplane! (1980)",8
67027,"星際救援 (2019)",8
67028,"Terminator Genisys (2015)",8
67029,"Bean (1997)",8
67030,"雷神索爾2：黑暗世界 (2013)",8
67031,"I Am Not Okay with This (2020)",8
67032,"Inside Edge: Maximum (2017) Season 1, Episode 10",8
67033,"It Takes a Thief: 38-23-36 (1969) Season 2, Episode 24",8
67034,"Eli Stone (2008–2009)",8
67035,"Madras Cafe (2013)",8
67036,"Tenet (2020)",8
67037,"Emily Owens M.D. (2012–2013)",8
67038,"王冠 (2016– )",8
67039,"Shazam! (2019)",8
67040,"Bob Hearts Abishola (2019– )",8
67041,"Murder Rooms: Mysteries of the Real Sherlock Holmes: The Photographer's Chair (2001) Season 2, Episode 2",8
67042,"Homefront (I) (2013)",8
67043,"Antarctica, sur les traces de l'empereur (2017 TV Movie)",8
67044,"Rime (2017 Video Game)",8
67045,"Into the Dark: A Nasty Piece of Work (2019) Season 2, Episode 3",8
67046,"V (2020)",8
67047,"這就是我們 (2016– )",8
67048,"The Good Dinosaur (2015)",8
67049,"Silent Panic (2018)",8
67050,"Mulan (2020)",8
67051,"Tevar (2015)",8
67052,"So You Think You're Not Guilty (1950)",8
67053,"Raised by Wolves: Raised by Wolves (2020) Season 1, Episode 1",8
67054,"Still Here (III) (2020)",8
67055,"How to Fix a Drug Scandal (2020)",8
67056,"Eve no jikan (2010)",8
67057,"Love, Guaranteed (2020)",8
67058,"Rocky II (1979)",8
67059,"Alleluia (2014)",8
67060,"DC's Legends of Tomorrow: Crisis on Infinite Earths: Part Five (2020) Season 5, Episode 1",8
67061,"Killer Women with Piers Morgan: Amber Wright (2017) Season 2, Episode 2",8
67062,"The Apartment (1960)",8
67063,"Hannah Gadsby: Nanette (2018 TV Special)",8
67064,"A Haunting (2005–2019)",8
67065,"Rocky V (1990)",8
67066,"Star Trek Into Darkness (2013)",8
67067,"Widow's Point (2019)",8
67068,"Infernal Affairs (2002)",8
67069,"The Great War (2019)",8
67070,"野蠻遊戲：全面晉級 (2019)",8
67071,"Bombshell (I) (2019)",8
67072,"Cops and Robbers (2017)",8
67073,"Counterpart: You to You (2019) Season 2, Episode 9",8
67074,"The Witch in the Window (2018)",8
67075,"Viva Zalata (1976)",8
67076,"The Rock (1996)",8
67077,"The Hunt (II) (2020)",8
67078,"Judy (II) (2019)",8
67079,"The Mystery of Dante (2014)",8
67080,"A Nightmare on Elm Street 2: Freddy's Revenge (1985)",8
67081,"Chuck (2007–2012)",8
67082,"神鬼交鋒 (2002)",8
67083,"Crypto (I) (2019)",8
67084,"Resident Evil: Retribution (2012)",8
67085,"High Fidelity: Uptown (2020) Season 1, Episode 5",8
67086,"Private Benjamin (1980)",8
67087,"Umakant Pandey Purush Ya (2019)",8
67088,"Leslie Jones: Time Machine (2020 TV Special)",8
67089,"王者之劍 (1982)",8
67090,"Charlotte's Web (1973)",8
67091,"守護者 (2019)",8
67092,"維京傳奇: The Prophet (2019) Season 6, Episode 2",8
67093,"黑袍糾察隊 (2019– )",8
67094,"8級警戒 (2019)",8
67095,"Irresistible (I) (2020)",8
67096,"The Binge (2020)",8
67097,"野蠻遊戲：全面晉級 (2019)",8
67098,"In Their Life (2018)",8
67099,"The Truth Will Out (2020)",8
67100,"Carefree (1938)",8
67101,"Panipat (2019)",8
67102,"The Invisible Man (I) (2020)",8
67103,"The Binge (2020)",8
67104,"Da 5 Bloods (2020)",8
67105,"A Son of Man (2018)",8
67106,"Million Dollar Beach House (2020– )",8
67107,"Sleeping with Other People (2015)",8
67108,"Black Mirror (2011– )",8
67109,"Lodge 49 (2018–2019)",8
67110,"Ask for Jane (2018)",8
67111,"安眠醫生 (2019)",8
67112,"Wild Little Love (2019)",8
67113,"Away (2020)",8
67114,"Parasite (2019)",8
67115,"Spotlight (I) (2015)",8
67116,"The Time of Our Lives (2013–2014)",8
67117,"Ankur Arora Murder Case (2013)",8
67118,"Q & A (1990)",8
67119,"Love, Guaranteed (2020)",8
67120,"Blood on Her Name (2019)",8
67121,"Barbara (I) (2012)",8
67122,"A Series of Unfortunate Events: The Wide Window: Part Two (2017) Season 1, Episode 6",8
67123,"The Legend of Billie Jean (1985)",8
67124,"阿拉丁 (2019)",8
67125,"Counterpart: Better Angels (2019) Season 2, Episode 10",8
67126,"Main Hoon Shahid Afridi (2013)",8
67127,"The Sinner (2017– )",8
67128,"Grimm Masterpiece Theatre: Tetsu no hansu (1989) Season 2, Episode 18",8
67129,"V (2020)",8
67130,"Everybody Hates Chris: Everybody Hates Superstition (2006) Season 2, Episode 9",8
67131,"Gilmore Girls: Presenting Lorelai Gilmore (2001) Season 2, Episode 6",8
67132,"The Face of Another (1966)",8
67133,"Good Morning (1959)",8
67134,"與神同行：最終審判 (2018)",8
67135,"Riverdale: Chapter Seventy-One: How to Get Away with Murder (2020) Season 4, Episode 14",8
67136,"克拉瑪對克拉瑪 (1979)",8
67137,"第七號情報員 (1962)",8
67138,"Obsession (2016)",8
67139,"Personal Velocity (2002)",8
67140,"Clone (2008)",8
67141,"怪醫馬丁博士 (2004– )",8
67142,"My TS Teacher (2016 Video)",8
67143,"A Beautiful Mind (2001)",8
67144,"Ray Donovan (2013–2020)",8
67145,"Hemlock Grove (2013–2015)",8
67146,"Spotlight (I) (2015)",8
67147,"Dark Light (2019)",8
67148,"Winner Take All (1975 TV Movie)",8
67149,"Knight Rider: Knight of the Drones (1984) Season 3, Episode 1",8
67150,"Blue Jasmine (2013)",8
67151,"Madras Cafe (2013)",8
67152,"I See You (II) (2019)",8
67153,"It Conquered the World (1956)",8
67154,"Kramer vs. Kramer (1979)",8
67155,"Minority Report (2002)",8
67156,"The Oogieloves in the Big Balloon Adventure (2012)",8
67157,"Comic Book Superheroes Unmasked (2003 TV Movie)",8
67158,"Warrior Nun (2020– )",8
67159,"Only God Forgives (2013)",8
67160,"Ellery Queen's Penthouse Mystery (1941)",8
67161,"Mrs. Serial Killer (2020)",8
67162,"As Cool as I Am (2013)",8
67163,"Swimming with Men (2018)",8
67164,"犯罪心理: Mosley Lane (2010) Season 5, Episode 16",8
67165,"Bhooter Bhabishyat (2012)",8
67166,"Sweet Mountain Christmas (2019 TV Movie)",8
67167,"Rise of the Guardians (2012)",8
67168,"The Mortal Instruments: City of Bones (2013)",8
67169,"The Ruins (2008)",8
67170,"John Wick: Chapter 3 - Parabellum (2019)",8
67171,"Casino Royale (2006)",8
67172,"Foxfire (1996)",8
67173,"To kako (2005)",8
67174,"Hay Foot (1942)",8
67175,"Milk (I) (2008)",8
67176,"Bolt (2008)",8
67177,"Kidnapped (2006–2007)",8
67178,"Nailbiter (2013)",8
67179,"Hail, Caesar! (2016)",8
67180,"Hush... Hush, Sweet Joan: The Making of Charlotte (2008 Video)",8
67181,"En Brazos de un Asesino (2019)",8
67182,"Punisher: War Zone (2008)",8
67183,"War (2019)",8
67184,"Following (1998)",8
67185,"地球過後 (2013)",8
67186,"The Power and the Prize (1956)",8
67187,"Detochki (2013)",8
67188,"The Verdict - State Vs Nanavati (2019– )",8
67189,"Star Wars: Episode VII - The Force Awakens (2015)",8
67190,"The Cokeville Miracle (2015)",8
67191,"The Outpost (2019)",8
67192,"American Hunt (2019)",8
67193,"Tomb Raider: Underworld (2008 Video Game)",8
67194,"Only God Forgives (2013)",8
67195,"Paatal Lok (2020– )",8
67196,"Balderdash (2004–2005)",8
67197,"Secret in Their Eyes (2015)",8
67198,"Local Hero (1983)",8
67199,"Our Scripted Life (2020)",8
67200,"The Revolution Has Begun (2013)",8
67201,"The Revolution Has Begun (2013)",8
67202,"Agatha Christie's Marple: Sleeping Murder (2006) Season 2, Episode 1",8
67203,"Cannon: Catch Me If You Can (1973) Season 2, Episode 22",8
67204,"Fin (2012)",8
67205,"Hanna: The List (2020) Season 2, Episode 8",8
67206,"Hell in the Pacific (1968)",8
67207,"Gunsmoke: Fawn (1959) Season 4, Episode 29",8
67208,"Il giovane Montalbano: La prima indagine di Montalbano (2012) Season 1, Episode 1",8
67209,"吸血鬼戰爭 (2019)",8
67210,"Iron Man (2008)",8
67211,"Goodbye Again (1961)",8
67212,"Career Girl (1944)",8
67213,"Slumdog Millionaire (2008)",8
67214,"The Babysitter (I) (2017)",8
67215,"致命的快感 (1995)",8
67216,"The Animatrix (2003 Video)",8
67217,"Magnificent Doll (1946)",8
67218,"Percy Jackson: Sea of Monsters (2013)",8
67219,"Rogue's March (1953)",8
67220,"瑞克和莫蒂: Claw and Hoarder: Special Ricktim's Morty (2019) Season 4, Episode 4",8
67221,"Susman (1987)",8
67222,"Serena (I) (2014)",8
67223,"Australia (2008)",8
67224,"Arbitrage (2012)",8
67225,"Winter Kept Us Warm (1965)",8
67226,"Sanam Re (2016)",8
67227,"Basket Case (1982)",8
67228,"The Baby-Sitters Club (2020– )",8
67229,"The Mermaid (2016)",8
67230,"X-Men (2000)",8
67231,"瞞天過海：八面玲瓏 (2018)",8
67232,"Wolverine and the X-Men (2008–2009)",8
67233,"The Revenant (2015)",8
67234,"遺落戰境 (I) (2013)",8
67235,"Now Apocalypse (2019)",8
67236,"Gran Torino (2008)",8
67237,"Hamilton (2020)",8
67238,"Annihilation (2018)",8
67239,"NOS4A2 (2019–2020)",8
67240,"Wilderness (I) (2006)",8
67241,"Two Mules for Sister Sara (1970)",8
67242,"Ants in Your Pantry (1945)",8
67243,"The Shawshank Redemption (1994)",8
67244,"Hollywood (2020)",8
67245,"Amy Schumer: Growing (2019 TV Special)",8
67246,"It's a Disaster (2012)",8
67247,"Tales of the Unexpected: Poison (1980) Season 2, Episode 5",8
67248,"They Live (1988)",8
67249,"Melvin and Howard (1980)",8
67250,"Pieces of Juan: An Interview with Director Juan Piquer Simón (2008 Video)",8
67251,"Shark Week (2012)",8
67252,"Murder One: Diary of a Serial Killer (1997– )",8
67253,"Da 5 Bloods (2020)",8
67254,"精靈總動員 (2003)",8
67255,"Peter Pan (1924)",8
67256,"The American (2010)",8
67257,"Last Kind Words (2012)",8
67258,"Masukarêdo hoteru (2019)",8
67259,"The Birth of a Flower (1910)",8
67260,"His Girl Friday (1940)",8
67261,"Jurassic Park III (2001)",8
67262,"JCVD (2008)",8
67263,"Alita: Battle Angel (2019)",8
67264,"Shot Caller (2017)",8
67265,"Dune (1984)",8
67266,"Courageous (2011)",8
67267,"The Dark Knight (2008)",8
67268,"Instructions Not Included (2013)",8
67269,"The Osterman Weekend (1983)",8
67270,"Warrior Nun (2020– )",8
67271,"Ma and Pa Kettle (1949)",8
67272,"Jobs (2013)",8
67273,"紅鞋公主與七矮人 (2019)",8
67274,"The Martian (2015)",8
67275,"Band of Angels (1957)",8
67276,"Three Monkeys (2008)",8
67277,"District 9 (2009)",8
67278,"South Park: Scott Tenorman Must Die (2001) Season 5, Episode 4",8
67279,"The Sopranos: Watching Too Much Television (2002) Season 4, Episode 7",8
67280,"The Frozen Ground (2013)",8
67281,"Dark (2017–2020)",8
67282,"Dresden (2006 TV Movie)",8
67283,"Charlie Wilson's War (2007)",8
67284,"Ghost Town (I) (2008)",8
67285,"Vertigo (1958)",8
67286,"Zoey's Extraordinary Playlist (2020– )",8
67287,"Boy Meets World: Train of Fools (1995) Season 3, Episode 10",8
67288,"A Cinderella Story: Christmas Wish (2019 Video)",8
67289,"Source Code (2011)",8
67290,"The Spirit (2008)",8
67291,"High Plains Drifter (1973)",8
67292,"American Hunt (2019)",8
67293,"Warrior Nun (2020– )",8
67294,"The Frozen Ground (2013)",8
67295,"Eve of Destruction (2013– )",8
67296,"T-Bone for Two (1942)",8
67297,"Snowfire (1957)",8
67298,"Riddick (2013)",8
67299,"Gakuen mokushiroku: HIGHSCHOOL OF THE DEAD (2010)",8
67300,"Wish Me Luck (1987–1990)",8
67301,"Beloved (2011)",8
67302,"Run All Night (2015)",8
67303,"Lolita (1962)",8
67304,"Callan (1967–1972)",8
67305,"Outlander (2008)",8
67306,"The War of the Worlds (2019)",8
67307,"Riddick (2013)",8
67308,"The Beach Bum (2019)",8
67309,"Frankenstein (2004– )",8
67310,"Dexter: Popping Cherry (2006) Season 1, Episode 3",8
67311,"Nine for IX: The '99ers (2013) Season 1, Episode 8",8
67312,"Adoration (2013)",8
67313,"Deadpool (2016)",8
67314,"Plandemic (2020– )",8
67315,"Mop (2015)",8
67316,"黑鷹計劃 (2001)",8
67317,"Femme Fatales: 16 Minutes of Fame (2012) Season 2, Episode 1",8
67318,"維琴河 (2019– )",8
67319,"2001: A Space Odyssey (1968)",8
67320,"Babam ve Oglum (2005)",8
67321,"The God of High School (2020)",8
67322,"S1m0ne (2002)",8
67323,"Penalty (2019)",8
67324,"Self Made: Inspired by the Life of Madam C.J. Walker (2020)",8
67325,"Drishyam (2015)",8
67326,"The Farm (I) (2018)",8
67327,"小丑 (2019)",8
67328,"Bloodride (2020– )",8
67329,"Treadstone (2019)",8
67330,"Just One More Kiss (2019)",8
67331,"Punisher: War Zone (2008)",8
67332,"Evangelion: 1.0 You Are (Not) Alone (2007)",8
67333,"Yatagan (2020)",8
67334,"Alice Doesn't Live Here Anymore (1974)",8
67335,"Little House on the Prairie: Home Again: Part 2 (1983) Season 9, Episode 17",8
67336,"Blackwell's Island (1939)",8
67337,"B.T.K. (2008 Video)",8
67338,"吸血鬼戰爭 (2019)",8
67339,"Majic (2019)",8
67340,"Black Summer (2019– )",8
67341,"This Is the End (2013)",8
67342,"Vis a Vis: El Oasis (2020)",8
67343,"Extraction (II) (2015)",8
67344,"The Meg (2018)",8
67345,"7500 (2019)",8
67346,"Journey to the Center of the Earth (2008)",8
67347,"1917 (2019)",8
67348,"Chintu Ka Birthday (2020)",8
67349,"Dollface: F*** Buddy (2019) Season 1, Episode 7",8
67350,"The Wedding Planner (2001)",8
67351,"Snowpiercer (2013)",8
67352,"Mr. Ace (1946)",8
67353,"All About Steve (2009)",8
67354,"Mulan (2020)",8
67355,"The October Man (1947)",8
67356,"Tenet (2020)",8
67357,"Riverdale: Chapter Seventy-One: How to Get Away with Murder (2020) Season 4, Episode 14",8
67358,"Lucy (I) (2014)",8
67359,"Star Wars: The Clone Wars: Victory and Death (2020) Season 7, Episode 12",8
67360,"Nancy Drew (2019– )",8
67361,"The Uninvited (2009)",8
67362,"American Assassin (2017)",8
67363,"Warrior Nun (2020– )",8
67364,"Sufiyum Sujatayum (2020)",8
67365,"Emergence: Pilot (2019) Season 1, Episode 1",8
67366,"The Mountain Kings (2020)",8
67367,"Game of Thrones: The Dance of Dragons (2015) Season 5, Episode 9",8
67368,"The Office: The Alliance (2005) Season 1, Episode 4",8
67369,"Chaman Bahaar (2020)",8
67370,"Candyman (1992)",8
67371,"Buffaloed (2019)",8
67372,"Breaking Bad: Fly (2010) Season 3, Episode 10",8
67373,"Young Wallander (2020– )",8
67374,"Bleach (2018)",8
67375,"Tout simplement noir (2020)",8
67376,"Penny Dreadful: City of Angels (2020)",8
67377,"Hunter Killer (2018)",8
67378,"The Spy Who Loved Me (1977)",8
67379,"Abducted in Plain Sight (2017)",8
67380,"God Is the Witness (1992)",8
67381,"Space Force (2020– )",8
67382,"Chau, Beyond the Lines (2015)",8
67383,"Miranda: Date (2009) Season 1, Episode 1",8
67384,"As Above, So Below (2014)",8
67385,"Abhay (2019– )",8
67386,"Deadpool (2016)",8
67387,"Mythic Quest: Raven's Banquet: A Dark Quiet Death (2020) Season 1, Episode 5",8
67388,"The Sword of Doom (1966)",8
67389,"Color Out of Space (2019)",8
67390,"In the Shadow of the Moon (2019)",8
67391,"Arizona (2018)",8
67392,"Mulan (2020)",8
